schemaVersion,recordType,source.name,source.url,content.entityName,content.data.employeeCount,collectedAt
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/poolside-ai,Poolside AI,593,2026-08-27T11:50:29.908985+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/cognition-ai,Cognition AI,610,2026-08-27T11:50:29.908988+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/groq,Groq,627,2026-08-27T11:50:29.908992+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/cerebras,Cerebras,644,2026-08-27T11:50:29.908996+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/sambanova,SambaNova,661,2026-08-27T11:50:29.909000+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/fireworks-ai,Fireworks AI,678,2026-08-27T11:50:29.909003+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/baseten,Baseten,695,2026-08-27T11:50:29.909007+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/modal,Modal,712,2026-08-27T11:50:29.909013+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/replicate,Replicate,729,2026-08-27T11:50:29.909017+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/fal.ai,Fal.ai,746,2026-08-27T11:50:29.909021+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/vellum,Vellum,763,2026-08-27T11:50:29.909024+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/arize-ai,Arize AI,780,2026-08-27T11:50:29.909028+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/honeyhive,HoneyHive,797,2026-08-27T11:50:29.909032+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/portkey-ai,Portkey AI,814,2026-08-27T11:50:29.909035+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/agentops,AgentOps,831,2026-08-27T11:50:29.909039+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/deepgram,Deepgram,848,2026-08-27T11:50:29.909044+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://www.ycombinator.com/companies/assemblyai,AssemblyAI,15,2026-08-27T11:50:29.909048+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-1,Nexus 1,18,2026-08-27T11:50:29.909055+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-2,Nexus Computer 2,31,2026-08-27T11:50:29.909060+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-3,Nexus 3,44,2026-08-27T11:50:29.909066+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-4,Nexus Code 4,57,2026-08-27T11:50:29.909071+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-5,Nexus Vector 5,70,2026-08-27T11:50:29.909075+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-6,Nexus Robotics 6,83,2026-08-27T11:50:29.909079+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-7,Nexus 7,96,2026-08-27T11:50:29.909083+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-8,Nexus Audio 8,109,2026-08-27T11:50:29.909087+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-9,Nexus Generative 9,122,2026-08-27T11:50:29.909093+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-10,Nexus Llm 10,135,2026-08-27T11:50:29.909097+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-11,Nexus 11,148,2026-08-27T11:50:29.909101+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-12,Nexus Computer 12,161,2026-08-27T11:50:29.909105+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-13,Nexus 13,174,2026-08-27T11:50:29.909109+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-14,Nexus Code 14,187,2026-08-27T11:50:29.909115+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-15,Nexus Vector 15,200,2026-08-27T11:50:29.909119+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-16,Nexus Robotics 16,213,2026-08-27T11:50:29.909123+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-17,Nexus 17,226,2026-08-27T11:50:29.909126+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-18,Nexus Audio 18,239,2026-08-27T11:50:29.909130+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-19,Nexus Generative 19,252,2026-08-27T11:50:29.909134+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-20,Nexus Llm 20,265,2026-08-27T11:50:29.909139+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-21,Nexus 21,278,2026-08-27T11:50:29.909143+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-22,Nexus Computer 22,291,2026-08-27T11:50:29.909147+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-23,Nexus 23,304,2026-08-27T11:50:29.909150+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-24,Nexus Code 24,317,2026-08-27T11:50:29.909154+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-25,Nexus Vector 25,330,2026-08-27T11:50:29.909158+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-26,Nexus Robotics 26,343,2026-08-27T11:50:29.909162+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-27,Nexus 27,356,2026-08-27T11:50:29.909166+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-28,Nexus Audio 28,369,2026-08-27T11:50:29.909170+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-29,Nexus Generative 29,382,2026-08-27T11:50:29.909174+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-30,Nexus Llm 30,395,2026-08-27T11:50:29.909178+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-31,Nexus 31,408,2026-08-27T11:50:29.909182+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-32,Nexus Computer 32,421,2026-08-27T11:50:29.909185+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-33,Nexus 33,434,2026-08-27T11:50:29.909189+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-34,Nexus Code 34,447,2026-08-27T11:50:29.909192+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-35,Nexus Vector 35,10,2026-08-27T11:50:29.909196+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-36,Nexus Robotics 36,23,2026-08-27T11:50:29.909200+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-37,Nexus 37,36,2026-08-27T11:50:29.909203+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-38,Nexus Audio 38,49,2026-08-27T11:50:29.909207+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-39,Nexus Generative 39,62,2026-08-27T11:50:29.909211+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-40,Nexus Llm 40,75,2026-08-27T11:50:29.909214+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-41,Nexus 41,88,2026-08-27T11:50:29.909220+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-42,Nexus Computer 42,101,2026-08-27T11:50:29.909224+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-43,Nexus 43,114,2026-08-27T11:50:29.909227+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-44,Nexus Code 44,127,2026-08-27T11:50:29.909231+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-45,Nexus Vector 45,140,2026-08-27T11:50:29.909235+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-46,Nexus Robotics 46,153,2026-08-27T11:50:29.909239+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-47,Nexus 47,166,2026-08-27T11:50:29.909242+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-48,Nexus Audio 48,179,2026-08-27T11:50:29.909246+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-49,Nexus Generative 49,192,2026-08-27T11:50:29.909250+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-50,Nexus Llm 50,205,2026-08-27T11:50:29.909253+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-51,Nexus 51,218,2026-08-27T11:50:29.909257+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-52,Nexus Computer 52,231,2026-08-27T11:50:29.909260+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-53,Nexus 53,244,2026-08-27T11:50:29.909264+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-54,Nexus Code 54,257,2026-08-27T11:50:29.909268+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-55,Nexus Vector 55,270,2026-08-27T11:50:29.909271+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-56,Nexus Robotics 56,283,2026-08-27T11:50:29.909275+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-57,Nexus 57,296,2026-08-27T11:50:29.909279+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-58,Nexus Audio 58,309,2026-08-27T11:50:29.909283+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-59,Nexus Generative 59,322,2026-08-27T11:50:29.909286+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-60,Nexus Llm 60,335,2026-08-27T11:50:29.909290+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-61,Nexus 61,348,2026-08-27T11:50:29.909295+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-62,Nexus Computer 62,361,2026-08-27T11:50:29.909298+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-63,Nexus 63,374,2026-08-27T11:50:29.909302+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-64,Nexus Code 64,387,2026-08-27T11:50:29.909306+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-65,Nexus Vector 65,400,2026-08-27T11:50:29.909310+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-66,Nexus Robotics 66,413,2026-08-27T11:50:29.909313+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-67,Nexus 67,426,2026-08-27T11:50:29.909317+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-68,Nexus Audio 68,439,2026-08-27T11:50:29.909321+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-69,Nexus Generative 69,452,2026-08-27T11:50:29.909324+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-70,Nexus Llm 70,15,2026-08-27T11:50:29.909328+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-71,Nexus 71,28,2026-08-27T11:50:29.909334+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-72,Nexus Computer 72,41,2026-08-27T11:50:29.909340+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-73,Nexus 73,54,2026-08-27T11:50:29.909344+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-74,Nexus Code 74,67,2026-08-27T11:50:29.909348+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-75,Nexus Vector 75,80,2026-08-27T11:50:29.909352+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-76,Nexus Robotics 76,93,2026-08-27T11:50:29.909355+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-77,Nexus 77,106,2026-08-27T11:50:29.909361+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-78,Nexus Audio 78,119,2026-08-27T11:50:29.909365+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-79,Nexus Generative 79,132,2026-08-27T11:50:29.909369+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-80,Nexus Llm 80,145,2026-08-27T11:50:29.909373+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-81,Nexus 81,158,2026-08-27T11:50:29.909377+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-82,Nexus Computer 82,171,2026-08-27T11:50:29.909380+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-83,Nexus 83,184,2026-08-27T11:50:29.909384+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-84,Nexus Code 84,197,2026-08-27T11:50:29.909388+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-85,Nexus Vector 85,210,2026-08-27T11:50:29.909391+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-86,Nexus Robotics 86,223,2026-08-27T11:50:29.909397+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-87,Nexus 87,236,2026-08-27T11:50:29.909402+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-88,Nexus Audio 88,249,2026-08-27T11:50:29.909406+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-89,Nexus Generative 89,262,2026-08-27T11:50:29.909410+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-90,Nexus Llm 90,275,2026-08-27T11:50:29.909414+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-91,Nexus 91,288,2026-08-27T11:50:29.909418+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-92,Nexus Computer 92,301,2026-08-27T11:50:29.909422+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-93,Nexus 93,314,2026-08-27T11:50:29.909426+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-94,Nexus Code 94,327,2026-08-27T11:50:29.909429+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-95,Nexus Vector 95,340,2026-08-27T11:50:29.909433+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-96,Nexus Robotics 96,353,2026-08-27T11:50:29.909437+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-97,Nexus 97,366,2026-08-27T11:50:29.909441+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-98,Nexus Audio 98,379,2026-08-27T11:50:29.909445+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-99,Nexus Generative 99,392,2026-08-27T11:50:29.909448+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-100,Nexus Llm 100,405,2026-08-27T11:50:29.909452+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-101,Nexus 101,418,2026-08-27T11:50:29.909456+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-102,Nexus Computer 102,431,2026-08-27T11:50:29.909460+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-103,Nexus 103,444,2026-08-27T11:50:29.909466+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-104,Nexus Code 104,7,2026-08-27T11:50:29.909470+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-105,Nexus Vector 105,20,2026-08-27T11:50:29.909474+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-106,Nexus Robotics 106,33,2026-08-27T11:50:29.909477+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-107,Nexus 107,46,2026-08-27T11:50:29.909481+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-108,Nexus Audio 108,59,2026-08-27T11:50:29.909485+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-109,Nexus Generative 109,72,2026-08-27T11:50:29.909489+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-110,Nexus Llm 110,85,2026-08-27T11:50:29.909492+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-111,Nexus 111,98,2026-08-27T11:50:29.909496+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-112,Nexus Computer 112,111,2026-08-27T11:50:29.909500+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-113,Nexus 113,124,2026-08-27T11:50:29.909503+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-114,Nexus Code 114,137,2026-08-27T11:50:29.909507+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-115,Nexus Vector 115,150,2026-08-27T11:50:29.909511+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-116,Nexus Robotics 116,163,2026-08-27T11:50:29.909514+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-117,Nexus 117,176,2026-08-27T11:50:29.909518+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-118,Nexus Audio 118,189,2026-08-27T11:50:29.909521+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-119,Nexus Generative 119,202,2026-08-27T11:50:29.909525+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-120,Nexus Llm 120,215,2026-08-27T11:50:29.909528+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-121,Nexus 121,228,2026-08-27T11:50:29.909532+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-122,Nexus Computer 122,241,2026-08-27T11:50:29.909536+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-123,Nexus 123,254,2026-08-27T11:50:29.909539+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-124,Nexus Code 124,267,2026-08-27T11:50:29.909543+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-125,Nexus Vector 125,280,2026-08-27T11:50:29.909547+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-126,Nexus Robotics 126,293,2026-08-27T11:50:29.909551+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-127,Nexus 127,306,2026-08-27T11:50:29.909555+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-128,Nexus Audio 128,319,2026-08-27T11:50:29.909558+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-129,Nexus Generative 129,332,2026-08-27T11:50:29.909562+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-130,Nexus Llm 130,345,2026-08-27T11:50:29.909566+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-131,Nexus 131,358,2026-08-27T11:50:29.909569+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-132,Nexus Computer 132,371,2026-08-27T11:50:29.909573+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-133,Nexus 133,384,2026-08-27T11:50:29.909577+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-134,Nexus Code 134,397,2026-08-27T11:50:29.909583+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-135,Nexus Vector 135,410,2026-08-27T11:50:29.909587+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-136,Nexus Robotics 136,423,2026-08-27T11:50:29.909591+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-137,Nexus 137,436,2026-08-27T11:50:29.909594+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-138,Nexus Audio 138,449,2026-08-27T11:50:29.909598+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-139,Nexus Generative 139,12,2026-08-27T11:50:29.909603+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-140,Nexus Llm 140,25,2026-08-27T11:50:29.909607+00:00
1.0,STARTUP,Y Combinator & AI Directory,https://topai.tools/s/nexus-ai-141,Nexus 141,38,2026-08-27T11:50:29.909611+00:00
